#,carat,cut,color,clarity,depth,table,price,x,y,z
30704,0.42,Very Good,G,SI1,62.2,58.0,737,4.73,4.75,2.95
35574,0.35,Premium,F,VS2,61.4,59.0,906,4.56,4.53,2.79
12176,0.92,Very Good,G,VVS2,62.3,57.0,5183,6.19,6.27,3.88
52911,0.76,Ideal,H,SI1,61.8,56.0,2587,5.88,5.84,3.62
44422,0.52,Ideal,F,VS1,62.5,57.0,1588,5.13,5.17,3.22
53276,0.79,Very Good,H,SI1,63.4,57.0,2649,5.86,5.9,3.73
39800,0.38,Ideal,D,VVS2,62.5,53.0,1096,4.63,4.68,2.91
13474,1.52,Fair,G,SI2,64.9,59.0,5533,7.19,7.15,4.65
41900,0.54,Ideal,F,SI1,61.5,55.0,1260,5.23,5.28,3.23
4732,0.3,Ideal,F,VS2,61.6,56.0,573,4.3,4.33,2.66
52506,0.68,Ideal,G,VS1,61.7,55.0,2526,5.71,5.66,3.51
25377,0.31,Ideal,E,VS2,61.7,55.0,642,4.38,4.41,2.71
27317,2.1,Very Good,I,VS2,59.4,60.0,17837,8.39,8.47,5.01
23094,1.13,Ideal,E,VVS2,61.6,56.0,11115,6.69,6.71,4.13
33289,0.31,Ideal,G,SI1,62.2,55.0,462,4.36,4.38,2.72
52067,0.79,Ideal,G,SI2,60.8,57.0,2453,5.99,5.96,3.63
12452,1.21,Very Good,I,SI1,62.9,56.0,5245,6.73,6.79,4.25
17501,1.04,Ideal,F,VS2,60.1,59.0,7035,6.59,6.63,3.97
53750,0.7,Ideal,G,VS1,61.9,57.0,2724,5.7,5.68,3.52
30595,0.31,Ideal,D,VS2,62.0,55.0,734,4.36,4.38,2.71
32469,0.36,Ideal,D,SI1,62.8,57.0,794,4.54,4.51,2.84
24086,1.51,Premium,G,VS2,59.2,61.0,12229,7.48,7.44,4.42
11447,1.01,Premium,G,SI1,60.6,57.0,5006,6.52,6.49,3.94
18528,1.03,Ideal,F,VS2,60.2,54.0,7550,6.64,6.61,3.99
7282,1.0,Premium,E,SI2,61.0,62.0,4200,6.41,6.34,3.89
11926,1.15,Ideal,J,VS2,60.7,55.0,5125,6.77,6.83,4.13
39648,0.47,Very Good,F,SI1,63.3,60.0,1086,4.98,4.94,3.14
45274,0.54,Very Good,F,VS2,59.4,57.0,1662,5.29,5.35,3.16
1676,1.02,Fair,J,SI1,66.8,55.0,3027,6.25,6.18,4.15
21629,1.26,Premium,D,VS2,62.5,59.0,9720,6.91,6.85,4.3
24669,1.51,Very Good,F,VS2,63.7,60.0,13012,7.2,7.24,4.6
19336,1.5,Very Good,J,VS1,61.7,58.0,8039,7.29,7.33,4.51
41604,0.3,Very Good,H,SI1,58.7,63.0,393,4.32,4.37,2.55
34758,0.41,Premium,H,SI1,62.9,58.0,876,4.73,4.72,2.97
30505,0.31,Premium,D,SI1,61.7,59.0,732,4.35,4.31,2.67
50410,0.77,Ideal,J,SI1,62.0,57.0,2257,5.84,5.87,3.63
31517,0.34,Ideal,E,SI1,62.3,57.0,765,4.51,4.48,2.8
3570,0.75,Ideal,E,SI1,61.4,56.0,3419,5.83,5.89,3.6
46292,0.3,Good,G,VS2,63.5,54.0,526,4.25,4.28,2.71
9811,1.21,Premium,I,VS2,61.6,61.0,4669,6.86,6.8,4.21
45772,0.52,Premium,G,VVS2,61.0,58.0,1707,5.15,5.21,3.16
50827,0.67,Very Good,G,VS1,59.9,57.4,2309,5.69,5.75,3.42
18428,1.54,Premium,F,SI2,62.8,57.0,7494,7.36,7.28,4.6
46807,0.57,Very Good,E,VS2,62.1,59.0,1807,5.29,5.27,3.28
18002,1.0,Premium,D,VS1,61.0,58.0,7280,6.46,6.42,3.93
19247,1.5,Good,D,SI1,56.6,64.0,7980,7.51,7.43,4.23
2811,0.72,Ideal,F,VS1,61.1,56.0,3265,5.76,5.79,3.53
22408,1.75,Premium,J,VS1,62.2,59.0,10429,7.7,7.74,4.8
17541,1.34,Ideal,G,SI2,61.1,56.0,7058,7.11,7.13,4.35
48056,0.73,Premium,I,SI2,62.0,57.0,1927,5.79,5.76,3.58
17371,0.32,Ideal,D,SI2,61.7,55.0,612,4.4,4.38,2.71
12166,1.04,Premium,H,SI1,60.7,58.0,5179,6.55,6.53,3.97
8610,1.02,Good,E,SI1,63.7,62.0,4443,6.31,6.4,4.05
37203,0.34,Ideal,G,IF,61.2,56.0,974,4.53,4.55,2.78
37175,0.32,Ideal,D,VS2,61.6,56.0,972,4.4,4.37,2.7
25489,1.7,Very Good,H,VVS2,63.1,57.0,14275,7.61,7.52,4.77
23732,1.36,Very Good,G,VVS2,60.8,60.0,11774,7.12,7.16,4.34
31803,0.37,Very Good,G,VVS2,59.9,55.0,774,4.71,4.75,2.83
53743,0.74,Ideal,G,VS2,62.9,54.0,2723,5.81,5.78,3.64
27016,1.5,Premium,E,VS1,59.5,61.0,17143,7.46,7.43,4.43
1421,0.78,Premium,E,VS2,62.6,57.0,2970,5.91,5.85,3.68
40017,0.42,Ideal,H,VVS1,62.8,57.0,1108,4.79,4.79,3.01
17954,1.21,Premium,F,SI1,61.6,59.0,7257,6.82,6.79,4.19
22492,1.57,Ideal,H,SI1,60.5,57.0,10521,7.6,7.57,4.59
41499,0.61,Ideal,J,VS2,59.7,59.0,1233,5.54,5.47,3.29
27800,0.37,Very Good,E,SI1,59.9,59.0,649,4.68,4.7,2.81
1340,0.63,Ideal,F,VVS2,62.3,56.0,2961,5.48,5.5,3.42
42013,0.51,Good,E,SI1,57.4,62.0,1266,5.24,5.29,3.02
2338,0.74,Ideal,F,VS1,61.7,56.0,3170,5.83,5.78,3.58
42791,0.52,Good,F,SI2,58.7,64.0,1350,5.24,5.26,3.08
12674,0.9,Very Good,E,VS2,62.5,58.0,5305,6.14,6.18,3.85
32464,0.36,Ideal,H,VVS1,61.8,56.0,794,4.6,4.63,2.85
10868,1.23,Premium,F,SI2,61.7,58.0,4876,6.85,6.95,4.26
33468,0.32,Premium,F,VS2,60.8,58.0,828,4.44,4.41,2.69
34989,0.34,Ideal,E,VS1,62.0,57.0,881,4.49,4.44,2.77
32525,0.42,Ideal,G,VVS2,62.0,56.0,798,4.79,4.83,2.98
7340,0.91,Premium,E,SI1,62.6,58.0,4211,6.14,6.17,3.85
26956,2.01,Very Good,E,SI2,58.9,60.0,17024,8.2,8.24,4.84
41934,0.4,Premium,F,VVS1,61.1,59.0,1263,4.75,4.78,2.91
28053,0.33,Ideal,F,VS2,62.0,54.2,660,4.42,4.45,2.75
26166,2.06,Premium,I,SI1,60.8,60.0,15494,8.25,8.16,4.99
40044,0.52,Very Good,E,SI2,60.7,56.0,1112,5.17,5.21,3.15
31087,0.33,Ideal,H,VVS1,62.2,55.0,752,4.4,4.44,2.75
13875,1.13,Premium,H,VS2,61.4,61.0,5650,6.71,6.67,4.11
45561,0.53,Good,F,VS1,64.2,56.0,1688,5.11,5.14,3.29
43741,0.51,Ideal,G,VS2,61.7,57.0,1438,5.12,5.15,3.17
8458,1.03,Very Good,G,SI2,63.5,56.0,4413,6.37,6.33,4.03
26455,2.07,Premium,I,SI1,62.3,60.0,15992,8.16,8.12,5.07
38081,0.3,Premium,E,VVS2,61.4,60.0,1013,4.28,4.25,2.62
34887,0.32,Ideal,E,VVS1,61.7,55.0,879,4.38,4.41,2.71
18463,1.03,Very Good,G,VS1,61.3,56.1,7511,6.5,6.52,3.99
51310,0.31,Good,E,SI1,63.4,55.0,544,4.32,4.35,2.75
52983,0.72,Very Good,H,VS1,60.1,57.0,2594,5.79,5.85,3.5
38927,0.31,Good,E,IF,64.2,60.0,1052,4.28,4.22,2.73
30319,0.36,Premium,G,VS1,61.7,59.0,726,4.55,4.59,2.82
10090,1.02,Good,E,SI2,63.4,57.0,4712,6.41,6.43,4.07
7984,0.92,Ideal,H,SI1,60.5,57.0,4325,6.27,6.32,3.81
48809,0.56,Ideal,D,VS1,60.4,56.0,2026,5.36,5.33,3.23
7858,0.9,Premium,D,SI1,62.6,58.0,4304,6.15,6.11,3.84
3232,1.05,Premium,H,SI2,61.7,59.0,3352,6.59,6.53,4.05
14754,1.0,Ideal,E,SI1,61.7,55.0,5938,6.44,6.49,3.99
39237,0.33,Ideal,F,VVS2,62.4,56.0,1067,4.43,4.41,2.76
46755,0.57,Ideal,H,VS1,60.9,56.0,1800,5.34,5.36,3.26
34402,0.34,Ideal,H,IF,61.7,56.0,863,4.5,4.51,2.78
14810,1.36,Premium,I,SI2,62.7,58.0,5963,7.08,7.01,4.42
25919,2.08,Premium,I,SI1,60.3,59.0,15065,8.26,8.22,4.97
53721,0.83,Ideal,H,SI1,62.4,57.0,2720,6.03,5.98,3.75
28728,0.31,Ideal,E,VS2,61.6,57.0,680,4.35,4.38,2.69
17361,1.01,Premium,G,VVS2,60.9,59.0,6968,6.59,6.54,4.0
51618,0.7,Fair,H,VS1,59.6,66.0,2395,5.8,5.74,3.44
9321,1.01,Premium,H,SI1,60.5,58.0,4578,6.47,6.39,3.89
16568,1.01,Ideal,G,VS1,61.8,57.0,6618,6.45,6.4,3.97
40190,0.38,Ideal,F,VVS1,61.5,56.0,1120,4.68,4.71,2.88
6810,1.02,Ideal,I,SI2,61.8,57.0,4118,6.44,6.46,3.99
40463,0.32,Ideal,D,VVS1,61.8,56.0,1140,4.41,4.39,2.72
3409,0.3,Ideal,F,VS2,60.3,57.0,568,4.34,4.39,2.63
6224,1.0,Very Good,E,SI2,58.8,62.0,4004,6.5,6.53,3.83
2055,0.32,Very Good,E,SI1,62.8,57.0,561,4.34,4.39,2.74
47722,0.52,Ideal,G,VS1,60.4,57.0,1887,5.21,5.24,3.16
34252,0.46,Fair,I,VS2,66.8,55.0,855,4.82,4.77,3.2
25414,1.56,Premium,G,VS1,60.9,58.0,14139,7.49,7.53,4.57
21497,1.2,Ideal,D,VS2,61.4,55.0,9596,6.87,6.78,4.19
23635,2.0,Fair,H,SI2,64.5,56.0,11655,7.93,7.86,5.09
36270,0.45,Premium,F,SI2,61.5,61.0,936,4.95,4.9,3.03
20886,1.62,Premium,F,SI2,61.6,60.0,9106,7.52,7.55,4.64
27194,2.01,Ideal,G,SI1,59.2,57.0,17492,8.23,8.19,4.86
32285,0.31,Ideal,J,VVS2,62.2,54.0,453,4.36,4.39,2.72
4000,0.74,Ideal,D,SI1,61.8,56.0,3517,5.84,5.88,3.62
28887,0.3,Very Good,H,VVS1,63.0,54.0,684,4.27,4.3,2.7
28731,0.31,Ideal,E,VS2,60.5,56.0,680,4.38,4.41,2.66
35423,0.4,Premium,G,SI1,62.8,60.0,900,4.7,4.66,2.94
49690,0.7,Very Good,H,VS1,62.4,57.0,2145,5.64,5.7,3.54
26360,0.32,Premium,G,VS1,60.6,60.0,645,4.4,4.44,2.68
35075,0.3,Very Good,F,IF,62.4,56.0,886,4.28,4.31,2.68
7242,0.73,Ideal,D,VS1,61.5,58.0,4196,5.76,5.79,3.55
19489,1.2,Very Good,G,VS2,62.2,58.0,8124,6.75,6.79,4.21
53677,0.71,Premium,E,VS2,62.1,59.0,2711,5.68,5.72,3.54
46369,0.54,Premium,G,VS1,61.1,60.0,1760,5.28,5.23,3.21
45855,0.54,Premium,D,SI1,62.3,60.0,1715,5.22,5.18,3.24
42913,0.41,Ideal,E,VVS2,61.6,55.0,1363,4.81,4.84,2.97
21170,1.7,Premium,I,VS2,61.3,59.0,9330,7.69,7.59,4.68
5222,1.01,Premium,H,SI2,62.3,60.0,3782,6.39,6.32,3.96
29256,0.32,Ideal,H,VVS1,61.4,55.0,698,4.4,4.46,2.72
14431,1.01,Premium,H,VS1,62.1,62.0,5826,6.36,6.32,3.94
658,0.7,Very Good,E,VS2,58.9,60.0,2845,5.83,5.85,3.44
27367,0.28,Ideal,E,VVS2,62.4,56.0,646,4.16,4.2,2.61
5623,0.91,Very Good,E,SI2,62.8,59.0,3876,6.1,6.16,3.85
20099,1.51,Ideal,I,SI1,62.8,54.0,8574,7.31,7.27,4.58
43868,0.5,Ideal,H,VS1,60.5,57.0,1449,5.15,5.19,3.13
22442,1.59,Premium,I,VS2,62.9,56.0,10471,7.48,7.43,4.69
23825,1.68,Ideal,E,SI2,60.4,55.0,11888,7.79,7.7,4.68
41256,0.3,Very Good,F,SI1,62.9,57.0,500,4.25,4.27,2.68
52334,0.7,Premium,E,VS2,61.1,58.0,2496,5.78,5.7,3.51
40292,0.4,Very Good,H,VVS2,63.2,55.0,1125,4.73,4.7,2.98
12304,1.09,Ideal,H,SI1,62.3,55.0,5219,6.61,6.58,4.11
11604,1.24,Very Good,J,SI1,61.6,60.0,5045,6.89,6.95,4.26
28454,0.41,Ideal,G,SI1,62.2,56.0,671,4.75,4.77,2.96
38386,0.42,Premium,E,VS2,60.9,59.0,1024,4.85,4.81,2.94
19725,1.09,Ideal,G,VVS2,61.2,57.0,8295,6.62,6.66,4.06
48351,0.51,Ideal,D,VS1,61.6,57.0,1962,5.13,5.16,3.17
31704,0.36,Premium,F,SI1,61.9,59.0,770,4.54,4.51,2.8
10926,0.96,Very Good,G,VS1,60.5,63.0,4892,6.32,6.28,3.81
49528,0.52,Ideal,F,VS1,61.3,56.0,2123,5.19,5.22,3.19
36267,0.4,Good,F,VVS2,62.2,63.0,936,4.66,4.69,2.91
21404,1.57,Ideal,J,VVS2,61.4,57.0,9516,7.5,7.45,4.59
15581,1.01,Good,E,VS2,60.8,63.0,6250,6.44,6.46,3.92
2248,0.91,Good,G,SI2,62.5,60.0,3149,6.05,6.08,3.79
50625,0.3,Ideal,E,SI2,62.1,55.0,401,4.3,4.33,2.68
39480,0.41,Premium,E,VS1,60.6,59.0,1079,4.77,4.8,2.9
42085,0.55,Premium,E,SI2,61.9,58.0,1273,5.24,5.2,3.23
30545,0.31,Ideal,E,VS1,61.6,56.0,734,4.35,4.38,2.69
28674,0.24,Ideal,E,VVS2,61.4,57.0,678,4.0,4.04,2.47
47240,0.51,Ideal,E,VS1,62.0,57.0,1841,5.11,5.15,3.18
10857,1.13,Premium,H,SI2,60.7,54.0,4873,6.82,6.72,4.11
7043,1.06,Very Good,G,SI2,61.1,62.0,4162,6.55,6.61,4.02
49069,1.0,Premium,H,I1,62.7,59.0,2058,6.39,6.33,3.98
39293,0.3,Ideal,H,VS2,62.3,54.0,491,4.31,4.36,2.7
26896,1.76,Premium,G,VS2,61.5,58.0,16879,7.78,7.74,4.77
2526,1.02,Ideal,G,SI2,62.3,56.0,3204,6.39,6.35,3.97
34768,0.41,Ideal,E,SI2,62.8,57.0,876,4.73,4.7,2.96
21671,1.96,Premium,H,SI2,60.4,62.0,9769,7.96,7.9,4.79
37810,0.35,Ideal,G,IF,61.5,55.0,1001,4.53,4.57,2.8
1562,0.72,Ideal,F,SI1,62.3,56.0,3004,5.77,5.79,3.6
32160,0.39,Ideal,G,VS2,62.2,53.9,787,4.66,4.69,2.9
52041,0.71,Very Good,H,VS2,59.2,63.0,2450,5.85,5.81,3.45
21155,1.01,Ideal,E,VVS2,60.0,55.0,9310,6.56,6.6,3.95
10379,0.9,Good,F,VS2,62.8,58.0,4778,6.04,6.09,3.81
32068,0.33,Premium,D,SI1,61.5,60.0,780,4.44,4.41,2.72
36593,0.45,Very Good,I,VVS1,63.0,56.0,947,4.88,4.9,3.08
48204,0.53,Ideal,G,VVS2,61.7,56.0,1948,5.2,5.23,3.22
37442,0.33,Ideal,G,IF,61.9,54.0,984,4.42,4.46,2.75
34802,0.31,Ideal,D,VS1,60.5,55.0,877,4.43,4.39,2.67
43251,0.42,Ideal,G,IF,62.7,56.0,1400,4.76,4.77,2.99
46107,0.59,Ideal,I,VVS1,61.0,55.0,1742,5.43,5.48,3.33
22577,1.5,Very Good,E,SI1,58.6,62.0,10626,7.43,7.46,4.36
10656,1.15,Ideal,G,SI2,62.3,56.0,4838,6.67,6.75,4.18
48118,0.54,Ideal,F,VS1,60.9,56.0,1937,5.27,5.29,3.21
16636,0.91,Ideal,D,VS1,62.3,59.0,6652,6.16,6.19,3.85
19975,1.2,Good,D,VS2,62.4,60.0,8521,6.69,6.77,4.2
5873,0.85,Ideal,E,VS2,59.3,57.0,3924,6.19,6.22,3.68
8013,1.03,Fair,I,VS1,57.6,58.0,4328,6.67,6.58,3.81
17497,1.01,Premium,D,VS2,62.2,61.0,7032,6.43,6.37,3.98
51158,0.72,Very Good,E,SI2,59.8,58.0,2345,5.84,5.86,3.5
364,0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53
6340,0.9,Ideal,G,SI2,61.5,57.0,4032,6.19,6.23,3.82
843,0.79,Premium,E,SI2,61.0,58.0,2868,5.96,5.9,3.62
48304,0.31,Good,D,SI1,63.8,57.0,533,4.29,4.33,2.75
38605,0.46,Ideal,H,SI1,61.2,56.0,1039,4.99,5.04,3.07
23617,1.13,Ideal,E,VVS1,61.5,56.0,11641,6.68,6.71,4.12
36853,0.37,Premium,F,VS2,62.7,58.0,957,4.58,4.55,2.86
49424,0.7,Very Good,H,SI1,62.2,56.0,2107,5.64,5.67,3.52
18885,1.51,Very Good,J,VS2,61.0,58.0,7744,7.35,7.41,4.5
41233,0.43,Ideal,D,VS1,61.9,55.0,1207,4.85,4.87,3.01
2554,0.9,Very Good,H,SI2,61.5,59.0,3208,6.15,6.2,3.8
10025,0.23,Premium,I,VVS1,60.5,61.0,414,3.98,3.95,2.4
38480,0.42,Very Good,G,VVS2,60.4,59.0,1031,4.78,4.82,2.9
20636,1.2,Very Good,G,VVS1,63.3,59.0,8928,6.72,6.64,4.23
44793,0.5,Very Good,E,VS2,61.1,61.0,1624,5.11,5.13,3.13
53396,0.9,Fair,I,VS2,65.8,55.0,2666,6.05,6.01,3.97
21961,1.66,Premium,G,SI2,59.1,58.0,10030,7.77,7.69,4.57
49049,0.72,Good,H,SI2,57.9,58.0,2056,5.98,5.91,3.44
18257,1.31,Very Good,H,VS2,61.4,59.0,7415,6.96,7.01,4.29
18854,1.5,Very Good,E,SI2,63.3,57.0,7728,7.28,7.23,4.59
11870,1.01,Ideal,G,SI1,62.9,56.0,5107,6.39,6.43,4.03
25981,1.54,Premium,E,VS2,60.8,58.0,15185,7.39,7.44,4.51
6088,0.91,Good,E,SI1,64.0,61.0,3973,6.01,6.06,3.86
19176,1.21,Ideal,H,VS1,62.8,54.0,7928,6.81,6.78,4.26
9415,1.01,Good,G,SI1,63.6,57.0,4588,6.33,6.37,4.04
29546,0.43,Good,G,SI1,63.1,58.0,704,4.75,4.79,3.01
50436,0.76,Premium,J,VS1,61.1,58.0,2262,5.91,5.85,3.59
53152,0.7,Ideal,I,SI1,60.4,57.0,2623,5.75,5.79,3.49
6369,0.32,Premium,H,SI1,62.2,56.0,576,4.39,4.36,2.72
30992,0.37,Premium,F,VS2,59.8,59.0,746,4.63,4.66,2.78
17809,1.04,Good,G,VS1,63.8,57.0,7177,6.43,6.4,4.09
2351,0.7,Ideal,E,VS2,62.2,55.0,3172,5.64,5.67,3.52
11985,1.2,Very Good,J,SI1,61.2,55.0,5142,6.84,6.88,4.2
10821,1.1,Ideal,I,SI1,60.8,61.0,4868,6.63,6.7,4.05
4803,1.31,Premium,J,SI2,59.7,59.0,3697,7.06,7.01,4.2
44472,0.59,Very Good,F,SI1,61.4,58.0,1595,5.39,5.45,3.33
36861,0.42,Ideal,E,VS2,62.4,55.0,958,4.79,4.83,3.0
374,0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67
43109,0.54,Ideal,F,SI1,61.3,55.0,1385,5.23,5.27,3.22
16535,1.01,Premium,E,VS2,60.8,60.0,6606,6.46,6.43,3.92
12848,1.22,Good,J,VS1,58.5,61.0,5356,6.94,7.0,4.08
28809,0.32,Ideal,E,SI1,61.5,55.0,682,4.4,4.44,2.72
9444,1.0,Ideal,D,SI1,63.0,56.0,4592,6.33,6.28,3.97
42815,0.5,Very Good,D,SI1,63.4,56.0,1354,5.01,5.06,3.19
47474,0.48,Ideal,G,IF,61.6,54.0,1859,5.03,5.1,3.12
30151,0.32,Very Good,E,SI1,63.1,56.0,720,4.39,4.36,2.76
50285,0.35,Ideal,H,SI1,61.9,55.0,541,4.54,4.57,2.82
4492,0.79,Premium,E,VS2,62.1,59.0,3628,5.9,5.86,3.65
21126,1.52,Very Good,I,SI1,59.9,60.0,9290,7.46,7.49,4.48
26366,0.32,Premium,F,VS2,61.4,60.0,645,4.38,4.42,2.7
10275,1.07,Ideal,G,SI2,62.1,55.0,4752,6.54,6.61,4.08
45263,0.54,Ideal,D,SI1,60.7,56.0,1662,5.27,5.3,3.21
12620,1.0,Premium,F,SI1,58.6,58.0,5292,6.56,6.52,3.83
41287,0.42,Ideal,D,VVS2,61.7,57.0,1210,4.82,4.8,2.97
34451,0.32,Premium,I,IF,60.3,58.0,864,4.45,4.41,2.67
5016,0.91,Premium,F,SI2,62.6,58.0,3746,6.14,6.09,3.83
38845,0.37,Ideal,D,VS2,61.1,56.0,1050,4.64,4.66,2.84
36639,0.33,Very Good,D,VVS1,61.2,59.0,948,4.4,4.43,2.7
31442,0.4,Ideal,J,VS2,62.9,57.0,765,4.75,4.7,2.97
46705,0.7,Fair,F,SI2,64.8,57.0,1792,5.65,5.59,3.64
52257,0.71,Very Good,E,SI1,58.7,61.0,2489,5.83,5.86,3.43
17488,1.05,Premium,F,VS2,62.6,58.0,7025,6.47,6.5,4.06
44096,0.5,Ideal,E,SI1,61.2,56.0,1555,5.12,5.15,3.14
37758,0.38,Premium,D,VS2,60.9,58.0,998,4.67,4.63,2.83
42287,0.23,Good,F,VVS2,62.8,61.0,505,3.92,3.95,2.47
47352,0.5,Ideal,D,VS2,62.6,56.0,1845,5.08,5.05,3.17
44571,0.57,Premium,J,VS1,60.6,59.0,1606,5.37,5.36,3.25
40362,0.43,Ideal,D,VS2,61.8,56.0,1129,4.83,4.81,2.98
7416,1.1,Ideal,J,SI2,62.0,59.0,4226,6.58,6.61,4.09
13058,1.01,Very Good,E,SI1,59.6,61.0,5411,6.47,6.51,3.87
47098,0.71,Premium,H,SI2,61.5,60.0,1826,5.72,5.7,3.51
32801,0.34,Ideal,D,VS2,60.6,57.0,805,4.51,4.53,2.74
35433,0.32,Ideal,E,VS2,62.1,54.0,900,4.42,4.4,2.74
7969,0.7,Ideal,D,VS1,61.4,57.0,4323,5.71,5.76,3.52
19134,1.23,Ideal,H,VS2,62.8,56.0,7900,6.76,6.84,4.27
44315,0.33,Very Good,G,SI1,61.2,56.0,521,4.44,4.46,2.72
21978,1.08,Ideal,F,VVS2,61.6,57.0,10046,6.57,6.6,4.06
38679,0.3,Ideal,D,VVS2,61.7,57.0,1041,4.3,4.32,2.66
43138,0.56,Ideal,H,VS2,60.9,57.0,1388,5.32,5.36,3.25
33811,0.32,Ideal,G,VVS1,62.4,56.0,842,4.36,4.39,2.73
18401,1.45,Ideal,J,VS2,61.9,59.0,7477,7.16,7.21,4.45
21754,1.5,Premium,H,SI1,61.0,60.0,9820,7.33,7.27,4.45
26675,0.34,Ideal,F,SI2,61.9,54.0,426,4.51,4.53,2.8
38984,0.39,Premium,I,VVS1,61.5,59.0,1053,4.7,4.67,2.88
2919,0.91,Very Good,G,SI2,62.1,55.0,3287,6.16,6.21,3.84
9376,0.32,Premium,D,SI1,60.2,58.0,589,4.4,4.43,2.66
36816,0.51,Premium,I,SI2,60.4,59.0,956,5.2,5.17,3.13
22651,1.51,Good,E,SI1,63.5,57.0,10696,7.23,7.28,4.61
16657,1.06,Ideal,G,VS2,62.2,56.0,6660,6.51,6.54,4.06
33482,0.32,Ideal,F,VS2,61.7,55.0,828,4.41,4.4,2.72
36482,0.43,Very Good,G,VS1,62.2,59.0,943,4.81,4.84,3.0
6436,0.91,Premium,G,SI1,62.6,58.0,4045,6.14,6.17,3.85
12243,0.9,Good,E,VS1,62.7,58.0,5201,6.07,6.12,3.82
38274,0.21,Very Good,E,VS2,63.2,54.0,386,3.82,3.78,2.4
32495,0.27,Ideal,F,IF,61.8,55.0,796,4.16,4.19,2.58
28832,0.41,Premium,E,SI2,61.3,59.0,683,4.8,4.85,2.96
8327,1.21,Premium,I,SI2,61.8,60.0,4391,6.86,6.76,4.21
1839,0.7,Premium,F,VVS2,58.7,60.0,3062,5.8,5.75,3.39
18629,1.02,Good,E,VS1,63.9,56.0,7602,6.33,6.38,4.06
29511,0.32,Ideal,E,VS2,61.3,57.0,702,4.42,4.45,2.72
2810,0.88,Ideal,I,SI1,62.4,55.0,3264,6.12,6.16,3.83
8134,1.01,Very Good,E,SI2,62.4,58.0,4355,6.36,6.42,3.99
25396,1.54,Ideal,G,VS2,61.4,57.0,14103,7.47,7.42,4.57
15323,1.01,Very Good,G,VS1,62.8,58.0,6152,6.34,6.37,3.99
18549,1.18,Ideal,F,VS2,62.0,57.0,7560,6.82,6.77,4.21
32418,0.41,Ideal,D,SI1,62.2,57.0,791,4.7,4.76,2.94
39589,0.38,Very Good,E,VS1,58.1,59.0,1083,4.78,4.82,2.79
50258,0.71,Premium,D,SI2,59.7,60.0,2235,5.84,5.79,3.47
9938,0.9,Very Good,D,SI1,62.4,61.0,4693,6.13,6.17,3.84
52662,0.71,Good,I,VVS1,63.4,57.0,2549,5.67,5.71,3.61
26722,0.32,Very Good,F,VS2,62.8,57.0,645,4.33,4.36,2.73
35101,0.3,Ideal,F,IF,61.4,56.0,886,4.32,4.34,2.66
20843,1.51,Very Good,G,SI2,62.4,56.0,9069,7.25,7.29,4.54
3676,0.9,Very Good,G,SI2,61.1,55.0,3445,6.21,6.26,3.81
2974,0.62,Ideal,F,VVS2,61.4,56.0,3299,5.46,5.5,3.37
37853,0.33,Premium,D,VVS2,62.6,56.0,1002,4.47,4.44,2.79
2948,0.76,Ideal,D,VS2,60.2,56.0,3293,5.95,5.92,3.57
36151,0.33,Ideal,E,VS2,61.5,57.0,928,4.47,4.41,2.73
24598,1.52,Ideal,E,SI1,62.0,56.0,12907,7.36,7.34,4.56
18020,1.01,Ideal,G,VS1,61.2,57.0,7290,6.42,6.47,3.95
50363,0.53,Ideal,G,IF,61.8,57.0,2247,5.18,5.22,3.21
11591,1.07,Premium,F,SI1,61.7,58.0,5042,6.54,6.61,4.06
22274,1.52,Premium,H,SI1,60.1,60.0,10330,7.47,7.45,4.48
34869,0.3,Premium,G,VVS2,61.6,60.0,878,4.27,4.24,2.62
43341,0.51,Premium,F,SI1,59.7,59.0,1406,5.2,5.15,3.09
28027,0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.26,2.65
17394,0.32,Good,D,SI2,63.7,56.0,612,4.34,4.33,2.76
49123,0.7,Good,H,SI1,63.8,58.0,2066,5.59,5.66,3.59
32863,0.38,Ideal,D,VS2,60.7,56.0,808,4.69,4.74,2.86
1327,0.7,Very Good,D,VS2,63.0,56.0,2960,5.61,5.69,3.56
1229,1.0,Good,H,I1,57.6,61.0,2940,6.67,6.6,3.82
272,0.7,Very Good,E,VS2,62.9,57.0,2793,5.66,5.69,3.57
9804,0.9,Good,G,VVS2,62.6,58.0,4668,6.1,6.13,3.83
23847,1.23,Ideal,F,VVS2,61.9,55.0,11927,6.92,6.89,4.27
35921,0.43,Ideal,H,SI1,62.3,56.0,919,4.86,4.83,3.02
46652,0.51,Ideal,D,VS2,61.5,57.0,1787,5.11,5.14,3.15
37107,0.38,Ideal,F,VS2,62.4,54.0,969,4.65,4.6,2.89
38185,0.41,Ideal,D,SI1,62.3,55.0,1015,4.79,4.77,2.98
25063,1.61,Premium,D,SI1,61.4,60.0,13582,7.56,7.51,4.63
8744,0.9,Good,E,SI1,63.9,57.0,4463,6.05,6.1,3.88
581,0.9,Very Good,J,SI1,63.4,54.0,2834,6.17,6.14,3.9
51930,0.81,Ideal,I,SI1,62.5,57.0,2439,5.98,5.92,3.72
50298,0.27,Very Good,E,VVS2,60.5,60.0,544,4.19,4.2,2.54
